3.6398 	WARNING 	Movie2 stim could not be imported and won't be available
98.7905 	DATA 	Keypress: t
98.9575 	DATA 	Keypress: t
99.2583 	DATA 	Keypress: t
99.6260 	DATA 	Keypress: t
99.9268 	DATA 	Keypress: t
100.1609 	DATA 	Keypress: t
100.5619 	DATA 	Keypress: t
100.7623 	DATA 	Keypress: t
100.7633 	DATA 	correct
104.4056 	DATA 	Keypress: t
104.5725 	DATA 	Keypress: t
104.7398 	DATA 	Keypress: t
104.9067 	DATA 	Keypress: t
105.0405 	DATA 	Keypress: t
105.2076 	DATA 	Keypress: t
105.3413 	DATA 	Keypress: t
105.5083 	DATA 	Keypress: t
105.6755 	DATA 	Keypress: t
105.8427 	DATA 	Keypress: t
105.8429 	DATA 	win A
106.0432 	DATA 	Keypress: t
106.2103 	DATA 	Keypress: t
106.3784 	DATA 	Keypress: t
106.5780 	DATA 	Keypress: t
106.7785 	DATA 	Keypress: t
106.9456 	DATA 	Keypress: t
107.1461 	DATA 	Keypress: t
107.3468 	DATA 	Keypress: t
107.5138 	DATA 	Keypress: t
107.7811 	DATA 	Keypress: t
107.9483 	DATA 	Keypress: t
107.9485 	DATA 	win A
108.0820 	DATA 	Keypress: t
108.2826 	DATA 	Keypress: t
108.4162 	DATA 	Keypress: t
108.6167 	DATA 	Keypress: t
108.8173 	DATA 	Keypress: t
109.0512 	DATA 	Keypress: t
109.2185 	DATA 	Keypress: t
109.4189 	DATA 	Keypress: t
109.6195 	DATA 	Keypress: t
109.7864 	DATA 	Keypress: t
109.9537 	DATA 	Keypress: t
110.1542 	DATA 	Keypress: t
110.3882 	DATA 	Keypress: t
110.5554 	DATA 	Keypress: t
110.5556 	DATA 	win A
110.7226 	DATA 	Keypress: t
110.9229 	DATA 	Keypress: t
111.1235 	DATA 	Keypress: t
111.2906 	DATA 	Keypress: t
111.4577 	DATA 	Keypress: t
111.6474 	DATA 	Keypress: t
111.8421 	DATA 	Keypress: t
112.0092 	DATA 	Keypress: t
112.1763 	DATA 	Keypress: t
112.3769 	DATA 	Keypress: t
112.5773 	DATA 	Keypress: t
112.7789 	DATA 	Keypress: t
112.9784 	DATA 	Keypress: t
113.1455 	DATA 	Keypress: t
113.3126 	DATA 	Keypress: t
113.5132 	DATA 	Keypress: t
113.7138 	DATA 	Keypress: t
113.9143 	DATA 	Keypress: t
114.1483 	DATA 	Keypress: t
114.3822 	DATA 	Keypress: t
114.5827 	DATA 	Keypress: t
114.7833 	DATA 	Keypress: t
114.7844 	DATA 	correct
114.9837 	DATA 	Keypress: t
115.1844 	DATA 	Keypress: t
115.3849 	DATA 	Keypress: t
115.5520 	DATA 	Keypress: t
115.8054 	DATA 	Keypress: t
116.0365 	DATA 	Keypress: t
116.2371 	DATA 	Keypress: t
116.4378 	DATA 	Keypress: t
116.6049 	DATA 	Keypress: t
116.8053 	DATA 	Keypress: t
117.0059 	DATA 	Keypress: t
117.1729 	DATA 	Keypress: t
117.1731 	DATA 	win A
117.3735 	DATA 	Keypress: t
117.5407 	DATA 	Keypress: t
117.7412 	DATA 	Keypress: t
117.9083 	DATA 	Keypress: t
118.1089 	DATA 	Keypress: t
118.2759 	DATA 	Keypress: t
118.4431 	DATA 	Keypress: t
118.6436 	DATA 	Keypress: t
118.8107 	DATA 	Keypress: t
119.0113 	DATA 	Keypress: t
119.1783 	DATA 	Keypress: t
119.3455 	DATA 	Keypress: t
119.8135 	DATA 	Keypress: t
119.8137 	DATA 	win A
120.0139 	DATA 	Keypress: t
120.1810 	DATA 	Keypress: t
120.3816 	DATA 	Keypress: t
120.5153 	DATA 	Keypress: t
120.7158 	DATA 	Keypress: t
120.8829 	DATA 	Keypress: t
121.0501 	DATA 	Keypress: t
121.2507 	DATA 	Keypress: t
121.4512 	DATA 	Keypress: t
121.6182 	DATA 	Keypress: t
121.7853 	DATA 	Keypress: t
121.9859 	DATA 	Keypress: t
122.1864 	DATA 	Keypress: t
122.3536 	DATA 	Keypress: t
122.3538 	DATA 	win A
122.5541 	DATA 	Keypress: t
122.7211 	DATA 	Keypress: t
122.9217 	DATA 	Keypress: t
123.1223 	DATA 	Keypress: t
123.2894 	DATA 	Keypress: t
123.4450 	DATA 	Keypress: t
123.6737 	DATA 	Keypress: t
123.8743 	DATA 	Keypress: t
124.0748 	DATA 	Keypress: t
124.2754 	DATA 	Keypress: t
124.4425 	DATA 	Keypress: t
124.6764 	DATA 	Keypress: t
124.9438 	DATA 	Keypress: t
125.0775 	DATA 	Keypress: t
125.2781 	DATA 	Keypress: t
125.4786 	DATA 	Keypress: t
125.6457 	DATA 	Keypress: t
125.8126 	DATA 	Keypress: t
126.0134 	DATA 	Keypress: t
126.1805 	DATA 	Keypress: t
126.3809 	DATA 	Keypress: t
126.6485 	DATA 	Keypress: t
126.6495 	DATA 	correct
126.8490 	DATA 	Keypress: t
127.0829 	DATA 	Keypress: t
127.3168 	DATA 	Keypress: t
127.5174 	DATA 	Keypress: t
127.7178 	DATA 	Keypress: t
127.8850 	DATA 	Keypress: t
128.0855 	DATA 	Keypress: t
128.2861 	DATA 	Keypress: t
129.0882 	DATA 	Keypress: t
129.2553 	DATA 	Keypress: t
129.4893 	DATA 	Keypress: t
129.6901 	DATA 	Keypress: t
129.6903 	DATA 	win A
129.8904 	DATA 	Keypress: t
130.0908 	DATA 	Keypress: t
130.3248 	DATA 	Keypress: t
130.6592 	DATA 	Keypress: t
130.8596 	DATA 	Keypress: t
131.0936 	DATA 	Keypress: t
131.2607 	DATA 	Keypress: t
131.4613 	DATA 	Keypress: t
131.6618 	DATA 	Keypress: t
131.8622 	DATA 	Keypress: t
132.0294 	DATA 	Keypress: t
132.2300 	DATA 	Keypress: t
132.3971 	DATA 	Keypress: t
132.5976 	DATA 	Keypress: t
132.5978 	DATA 	win A
132.8316 	DATA 	Keypress: t
133.0322 	DATA 	Keypress: t
133.1992 	DATA 	Keypress: t
133.3998 	DATA 	Keypress: t
133.5669 	DATA 	Keypress: t
133.7675 	DATA 	Keypress: t
133.9346 	DATA 	Keypress: t
134.1351 	DATA 	Keypress: t
134.3357 	DATA 	Keypress: t
134.5028 	DATA 	Keypress: t
134.7032 	DATA 	Keypress: t
134.7035 	DATA 	win A
134.9038 	DATA 	Keypress: t
135.1378 	DATA 	Keypress: t
135.3383 	DATA 	Keypress: t
135.5723 	DATA 	Keypress: t
135.7948 	DATA 	Keypress: t
136.0235 	DATA 	Keypress: t
136.5916 	DATA 	Keypress: v
137.9621 	DATA 	Keypress: t
138.5971 	DATA 	Keypress: t
138.9312 	DATA 	Keypress: t
138.9322 	DATA 	correct
140.6359 	DATA 	Keypress: v
140.8030 	DATA 	Keypress: v
141.0035 	DATA 	Keypress: v
141.1372 	DATA 	Keypress: v
141.3376 	DATA 	Keypress: v
141.5048 	DATA 	Keypress: v
141.5051 	DATA 	win B
141.7054 	DATA 	Keypress: v
142.3069 	DATA 	Keypress: v
142.4741 	DATA 	Keypress: v
142.6411 	DATA 	Keypress: v
142.8418 	DATA 	Keypress: v
143.0088 	DATA 	Keypress: v
143.1760 	DATA 	Keypress: v
143.3765 	DATA 	Keypress: v
143.5770 	DATA 	Keypress: v
143.5773 	DATA 	win B
143.7442 	DATA 	Keypress: v
143.9447 	DATA 	Keypress: v
144.1118 	DATA 	Keypress: v
144.3123 	DATA 	Keypress: v
144.5129 	DATA 	Keypress: v
144.6799 	DATA 	Keypress: v
144.8805 	DATA 	Keypress: v
145.0477 	DATA 	Keypress: v
145.2147 	DATA 	Keypress: v
145.4152 	DATA 	Keypress: v
145.6159 	DATA 	Keypress: v
145.8498 	DATA 	Keypress: v
146.0169 	DATA 	Keypress: v
146.2173 	DATA 	Keypress: v
146.2176 	DATA 	win B
146.3846 	DATA 	Keypress: v
146.5851 	DATA 	Keypress: v
146.7523 	DATA 	Keypress: v
146.9528 	DATA 	Keypress: v
147.1200 	DATA 	Keypress: v
147.3145 	DATA 	Keypress: v
147.5044 	DATA 	Keypress: v
147.6713 	DATA 	Keypress: v
147.8717 	DATA 	Keypress: v
148.0390 	DATA 	Keypress: v
148.2395 	DATA 	Keypress: v
148.6405 	DATA 	Keypress: v
148.7742 	DATA 	Keypress: v
148.9748 	DATA 	Keypress: v
149.1419 	DATA 	Keypress: v
149.3425 	DATA 	Keypress: v
149.5096 	DATA 	Keypress: v
149.7102 	DATA 	Keypress: v
149.9774 	DATA 	Keypress: v
150.1781 	DATA 	Keypress: v
150.7463 	DATA 	Keypress: v
150.7473 	DATA 	correct
151.9829 	DATA 	Keypress: v
152.1835 	DATA 	Keypress: v
152.3505 	DATA 	Keypress: v
152.5511 	DATA 	Keypress: v
152.7515 	DATA 	Keypress: v
152.9521 	DATA 	Keypress: v
153.1193 	DATA 	Keypress: v
153.5872 	DATA 	Keypress: v
153.7877 	DATA 	Keypress: v
153.9883 	DATA 	Keypress: v
153.9886 	DATA 	win B
154.1888 	DATA 	Keypress: v
154.3893 	DATA 	Keypress: v
154.5898 	DATA 	Keypress: v
154.7904 	DATA 	Keypress: v
155.0244 	DATA 	Keypress: v
155.2249 	DATA 	Keypress: v
155.4589 	DATA 	Keypress: v
155.6928 	DATA 	Keypress: v
155.9268 	DATA 	Keypress: v
156.1608 	DATA 	Keypress: v
156.6286 	DATA 	Keypress: v
156.7958 	DATA 	Keypress: v
157.0297 	DATA 	Keypress: v
157.2637 	DATA 	Keypress: v
157.2640 	DATA 	win B
157.5310 	DATA 	Keypress: v
157.9990 	DATA 	Keypress: v
158.2669 	DATA 	Keypress: v
158.5003 	DATA 	Keypress: v
158.7009 	DATA 	Keypress: v
158.9682 	DATA 	Keypress: v
159.1689 	DATA 	Keypress: v
159.3694 	DATA 	Keypress: v
159.3697 	DATA 	win B
159.5364 	DATA 	Keypress: v
159.9376 	DATA 	Keypress: v
160.1381 	DATA 	Keypress: v
160.3385 	DATA 	Keypress: v
160.5726 	DATA 	Keypress: v
160.7731 	DATA 	Keypress: v
160.9401 	DATA 	Keypress: v
161.1742 	DATA 	Keypress: v
161.4415 	DATA 	Keypress: v
161.6421 	DATA 	Keypress: v
162.1434 	DATA 	Keypress: v
162.3106 	DATA 	Keypress: v
162.5111 	DATA 	Keypress: v
162.7450 	DATA 	Keypress: v
162.9456 	DATA 	Keypress: v
163.1461 	DATA 	Keypress: v
163.3477 	DATA 	Keypress: v
163.5484 	DATA 	Keypress: v
163.5813 	DATA 	correct
